person_id;household_id;iris_id;commune_id;departement_id;age;sex;couple;commute_mode;employed;studies;number_of_vehicles;household_size;work_outside_region;education_outside_region;consumption_units;socioprofessional_class;census_person_id;census_household_id
355151;151484;undefined;undefined;44;62;male;True;;False;False;2;2;False;False;1.5;7;98377;41376
357326;152376;undefined;undefined;44;41;female;False;car;True;False;1;1;False;False;1.0;4;98976;41625
359487;153378;440690107;44069;44;66;male;True;;False;False;2;2;False;False;1.5;7;99615;41913
359488;153378;440690107;44069;44;67;female;True;;False;False;2;2;False;False;1.5;7;99616;41913
361885;154449;440690107;44069;44;27;male;True;car;True;False;1;3;False;False;2.0;6;100291;42216
361886;154449;440690107;44069;44;21;female;False;;False;False;1;3;False;False;2.0;8;100292;42216
361887;154449;440690107;44069;44;23;female;True;;False;False;1;3;False;False;2.0;5;100293;42216
365130;155869;undefined;undefined;44;16;female;False;;False;False;1;5;False;False;2.8;8;101379;42596
365131;155869;undefined;undefined;44;47;male;True;;False;False;1;5;False;False;2.8;8;101380;42596
365132;155869;undefined;undefined;44;46;female;True;car;True;False;1;5;False;False;2.8;6;101381;42596
365133;155869;undefined;undefined;44;19;male;False;;False;False;1;5;False;False;2.8;5;101382;42596
365134;155869;undefined;undefined;44;8;male;False;;False;True;1;5;False;False;2.8;8;101383;42596
368492;157195;undefined;undefined;44;1;female;False;;False;False;2;4;False;False;2.1;8;102114;42886
368493;157195;undefined;undefined;44;29;male;True;car;True;False;2;4;False;False;2.1;6;102112;42886
368494;157195;undefined;undefined;44;28;female;True;car;True;False;2;4;False;False;2.1;5;102113;42886
368495;157195;undefined;undefined;44;5;female;False;;False;True;2;4;False;False;2.1;8;102115;42886
369439;157594;undefined;undefined;44;63;female;False;;False;False;2;2;False;False;1.5;7;102313;42970
369440;157594;undefined;undefined;44;86;female;False;;False;False;2;2;False;False;1.5;7;102314;42970
371913;158627;undefined;undefined;44;36;male;False;;False;False;1;1;False;False;1.0;2;102851;43195
372777;158959;undefined;undefined;44;56;female;True;car;True;False;3;2;False;False;1.5;4;103039;43268
372778;158959;undefined;undefined;44;57;male;True;car;True;False;3;2;False;False;1.5;4;103038;43268
374192;159533;undefined;undefined;44;78;female;False;;False;False;1;1;False;False;1.0;7;103356;43395
385407;163913;440870102;44087;44;91;female;True;;False;False;0;2;False;False;1.5;7;105806;44348
385408;163913;440870102;44087;44;92;male;True;;False;False;0;2;False;False;1.5;7;105805;44348
386167;164245;440870201;44087;44;58;female;True;car;True;False;2;2;False;False;1.5;3;105969;44420
386168;164245;440870201;44087;44;63;male;True;;False;False;2;2;False;False;1.5;7;105970;44420
389398;165540;undefined;undefined;44;49;male;True;car;True;False;3;3;False;False;2.0;6;106664;44700
389399;165540;undefined;undefined;44;47;female;True;car;True;False;3;3;False;False;2.0;5;106662;44700
389400;165540;undefined;undefined;44;23;female;False;car;True;False;3;3;False;False;2.0;4;106663;44700
390207;165870;440870101;44087;44;52;female;True;car;True;False;2;2;False;False;1.5;5;106846;44774
390208;165870;440870101;44087;44;53;male;True;car;True;False;2;2;False;False;1.5;6;106847;44774
390502;165984;440870101;44087;44;89;male;False;;False;False;0;1;False;False;1.0;7;106910;44798
392695;166891;undefined;undefined;44;32;female;True;car;True;False;2;3;False;False;1.8;4;107395;44999
392696;166891;undefined;undefined;44;32;male;True;pt;True;False;2;3;False;False;1.8;3;107396;44999
392697;166891;undefined;undefined;44;1;male;False;;False;False;2;3;False;False;1.8;8;107397;44999
394025;167435;undefined;undefined;44;40;male;False;car;True;False;1;1;False;False;1.0;1;107681;45117
396114;168287;undefined;undefined;44;45;male;False;car;True;False;1;2;False;False;1.5;4;108134;45299
396115;168287;undefined;undefined;44;17;male;False;;False;True;1;2;False;False;1.5;8;108135;45299
401340;170266;undefined;undefined;44;41;male;False;bike;True;False;0;1;False;False;1.0;6;109446;45722
401406;170289;441100102;44110;44;7;female;False;;False;True;1;4;False;False;2.1;8;109459;45727
401407;170289;441100102;44110;44;12;male;False;;False;True;1;4;False;False;2.1;8;109460;45727
401408;170289;441100102;44110;44;41;female;True;walk;True;False;1;4;False;False;2.1;5;109461;45727
401409;170289;441100102;44110;44;42;male;True;car;True;False;1;4;False;False;2.1;6;109462;45727
401946;170487;441100102;44110;44;1;male;False;;False;False;2;4;False;False;2.1;8;109571;45768
401947;170487;441100102;44110;44;7;male;False;;False;True;2;4;False;False;2.1;8;109572;45768
401948;170487;441100102;44110;44;36;female;True;car;True;False;2;4;False;False;2.1;4;109573;45768
401949;170487;441100102;44110;44;40;male;True;car;True;False;2;4;False;False;2.1;3;109574;45768
403012;170921;441100101;44110;44;50;male;False;car;True;False;2;2;False;False;1.5;4;109792;45857
403013;170921;441100101;44110;44;27;male;False;car;True;False;2;2;False;False;1.5;6;109793;45857
403070;170952;441100101;44110;44;64;female;True;;False;False;1;2;False;False;1.5;7;109807;45865
403071;170952;441100101;44110;44;67;male;True;;False;False;1;2;False;False;1.5;7;109808;45865
403145;170982;441100102;44110;44;65;female;True;;False;False;2;2;False;False;1.5;7;109822;45871
403146;170982;441100102;44110;44;60;male;True;pt;True;False;2;2;False;False;1.5;6;109823;45871
405092;171707;undefined;undefined;44;51;female;True;car;True;False;2;2;False;False;1.5;6;110226;46021
405093;171707;undefined;undefined;44;50;male;True;car;True;False;2;2;False;False;1.5;6;110225;46021
413781;174997;441100101;44110;44;33;female;False;car;True;False;1;2;False;False;1.3;2;112038;46703
413782;174997;441100101;44110;44;8;male;False;;False;True;1;2;False;False;1.3;8;112039;46703
416787;176178;undefined;undefined;44;47;female;False;car;True;False;1;1;False;False;1.0;3;112667;46948
417700;176530;undefined;undefined;44;41;male;True;car;True;False;2;4;False;False;2.1;4;112854;47020
417701;176530;undefined;undefined;44;12;male;False;;False;True;2;4;False;False;2.1;8;112855;47020
417702;176530;undefined;undefined;44;4;female;False;;False;True;2;4;False;False;2.1;8;112856;47020
417703;176530;undefined;undefined;44;40;female;True;car;True;False;2;4;False;False;2.1;3;112857;47020
418868;176988;undefined;undefined;44;7;male;False;;False;True;1;4;False;False;2.1;8;113097;47115
418869;176988;undefined;undefined;44;38;male;True;;True;False;1;4;False;False;2.1;1;113098;47115
418870;176988;undefined;undefined;44;33;female;True;walk;True;False;1;4;False;False;2.1;2;113099;47115
418871;176988;undefined;undefined;44;9;female;False;;False;True;1;4;False;False;2.1;8;113100;47115
419647;177309;undefined;undefined;44;71;male;False;;False;False;1;1;False;False;1.0;7;113264;47182
423030;178602;undefined;undefined;44;84;female;False;;False;False;1;1;False;False;1.0;7;113972;47452
425543;179561;undefined;undefined;44;44;male;True;car;True;True;2;1;False;False;1.0;6;114520;47660
425641;179604;441100102;44110;44;31;male;False;car;True;False;1;1;False;False;1.0;4;114540;47669
426608;179978;undefined;undefined;44;4;female;False;;False;True;2;4;False;False;2.1;8;114737;47745
426609;179978;undefined;undefined;44;35;male;True;car;True;False;2;4;False;False;2.1;3;114738;47745
426610;179978;undefined;undefined;44;35;female;True;;False;False;2;4;False;False;2.1;6;114735;47745
426611;179978;undefined;undefined;44;8;male;False;;False;True;2;4;False;False;2.1;8;114736;47745
431368;181809;undefined;undefined;44;44;male;True;car;True;False;2;2;False;False;1.5;6;115749;48129
431369;181809;undefined;undefined;44;55;female;True;car;True;False;2;2;False;False;1.5;6;115748;48129
436948;183972;undefined;undefined;44;63;male;True;;False;False;3;2;False;False;1.5;7;116930;48582
436949;183972;undefined;undefined;44;59;female;True;;False;False;3;2;False;False;1.5;8;116931;48582
437204;184068;undefined;undefined;44;32;male;False;car;True;False;1;1;False;False;1.0;4;116989;48604
440167;185211;undefined;undefined;44;47;female;True;pt;True;False;2;3;False;False;2.0;5;117605;48841
440168;185211;undefined;undefined;44;15;male;False;;False;True;2;3;False;False;2.0;8;117606;48841
440169;185211;undefined;undefined;44;51;male;True;car;True;False;2;3;False;False;2.0;6;117607;48841
446990;187899;undefined;undefined;44;66;female;False;;False;False;1;1;False;False;1.0;7;119274;49414
456418;192094;undefined;undefined;44;27;female;True;;False;False;2;2;False;False;1.5;6;121637;50413
456419;192094;undefined;undefined;44;35;male;True;car;True;False;2;2;False;False;1.5;2;121638;50413
459542;193388;undefined;undefined;44;53;female;False;car;True;False;1;1;False;False;1.0;5;122431;50724
459740;193475;undefined;undefined;44;69;female;True;;False;False;3;2;False;False;1.5;7;122471;50742
459741;193475;undefined;undefined;44;66;male;True;;False;False;3;2;False;False;1.5;7;122472;50742
460458;193780;441290102;44129;44;36;male;False;car;True;False;1;1;False;False;1.0;4;122651;50811
461970;194426;undefined;undefined;44;53;male;False;pt;True;False;1;1;False;False;1.0;6;123037;50965
464455;195523;undefined;undefined;44;10;male;False;;False;True;1;5;False;False;2.8;8;123652;51223
464456;195523;undefined;undefined;44;43;female;True;;True;False;1;5;False;False;2.8;1;123653;51223
464457;195523;undefined;undefined;44;42;male;True;;True;False;1;5;False;False;2.8;1;123654;51223
464458;195523;undefined;undefined;44;16;female;False;;False;True;1;5;False;False;2.8;8;123655;51223
464459;195523;undefined;undefined;44;18;male;False;;False;True;1;5;False;False;2.8;8;123656;51223
465705;196108;undefined;undefined;44;28;male;True;car;True;False;2;2;False;False;1.5;6;123977;51360
465706;196108;undefined;undefined;44;25;female;True;car;True;False;2;2;False;False;1.5;5;123978;51360
465981;196223;441290101;44129;44;16;male;False;;False;True;1;2;False;False;1.5;8;124039;51385
465982;196223;441290101;44129;44;47;male;False;car;True;False;1;2;False;False;1.5;6;124038;51385
470571;198273;undefined;undefined;44;7;female;False;;False;True;2;4;False;False;2.1;8;125181;51864
470572;198273;undefined;undefined;44;31;male;True;;False;False;2;4;False;False;2.1;6;125178;51864
470573;198273;undefined;undefined;44;34;female;True;car;True;False;2;4;False;False;2.1;6;125179;51864
470574;198273;undefined;undefined;44;10;male;False;;False;True;2;4;False;False;2.1;8;125180;51864
471080;198502;undefined;undefined;44;8;male;False;;False;True;2;4;False;False;2.1;8;125289;51913
471081;198502;undefined;undefined;44;12;female;False;;False;True;2;4;False;False;2.1;8;125290;51913
471082;198502;undefined;undefined;44;41;female;True;car;True;False;2;4;False;False;2.1;3;125291;51913
471083;198502;undefined;undefined;44;42;male;True;;False;False;2;4;False;False;2.1;4;125292;51913
473120;199386;undefined;undefined;44;77;female;True;car;True;False;3;2;False;False;1.5;5;125776;52117
473121;199386;undefined;undefined;44;68;male;True;;False;False;3;2;False;False;1.5;7;125777;52117
473347;199485;441290101;44129;44;86;male;False;;False;False;1;1;False;False;1.0;7;125844;52142
474673;200060;undefined;undefined;44;61;female;False;car;True;False;1;1;False;False;1.0;2;126162;52275
475319;200344;undefined;undefined;44;77;male;True;;False;False;2;2;False;False;1.5;7;126332;52344
475320;200344;undefined;undefined;44;73;female;True;;False;False;2;2;False;False;1.5;7;126333;52344
477906;201438;441290101;44129;44;11;female;False;;False;True;1;4;False;False;2.1;8;126983;52603
477907;201438;441290101;44129;44;8;male;False;;False;True;1;4;False;False;2.1;8;126984;52603
477908;201438;441290101;44129;44;37;female;False;car;True;False;1;4;False;False;2.1;5;126985;52603
477909;201438;441290101;44129;44;16;male;False;;False;True;1;4;False;False;2.1;8;126986;52603
478732;201790;undefined;undefined;44;49;male;True;car;True;False;3;3;False;False;2.0;2;127188;52686
478733;201790;undefined;undefined;44;21;female;False;car;True;False;3;3;False;False;2.0;5;127189;52686
478734;201790;undefined;undefined;44;48;female;True;car;True;False;3;3;False;False;2.0;2;127190;52686
490043;206997;undefined;undefined;44;91;female;False;;False;False;0;1;False;False;1.0;7;130693;54150
490104;207029;undefined;undefined;44;74;male;False;;False;False;1;1;False;False;1.0;7;130714;54161
493679;208649;undefined;undefined;44;79;male;True;;False;False;2;2;False;False;1.5;7;131832;54665
493680;208649;undefined;undefined;44;77;female;True;;False;False;2;2;False;False;1.5;7;131833;54665
497034;210208;441310101;44131;44;77;female;False;;False;False;1;1;False;False;1.0;7;132888;55152
498732;210999;441310102;44131;44;78;male;True;;False;False;1;2;False;False;1.5;7;133411;55392
498733;210999;441310102;44131;44;76;female;True;;False;False;1;2;False;False;1.5;7;133412;55392
499697;211432;441310102;44131;44;53;female;True;;False;False;2;2;False;False;1.5;7;133718;55530
499698;211432;441310102;44131;44;56;male;True;car;True;False;2;2;False;False;1.5;4;133719;55530
506824;214817;undefined;undefined;44;41;female;True;car;True;False;2;2;False;False;1.5;3;135976;56582
506825;214817;undefined;undefined;44;38;male;True;car;True;False;2;2;False;False;1.5;3;135975;56582
509928;216251;441310103;44131;44;32;female;True;car;True;False;2;3;False;False;1.8;4;136934;57020
509929;216251;441310103;44131;44;35;male;True;car;True;False;2;3;False;False;1.8;4;136932;57020
509930;216251;441310103;44131;44;1;male;False;;False;False;2;3;False;False;1.8;8;136933;57020
511063;216807;441310103;44131;44;84;female;False;;False;False;1;1;False;False;1.0;7;137314;57198
511244;216894;undefined;undefined;44;68;male;True;;False;False;1;2;False;False;1.5;7;137365;57223
511245;216894;undefined;undefined;44;65;female;True;;False;False;1;2;False;False;1.5;7;137366;57223
511316;216932;undefined;undefined;44;12;female;False;;False;True;2;6;False;False;2.9;8;137390;57234
511317;216932;undefined;undefined;44;13;female;False;;False;True;2;6;False;False;2.9;8;137389;57234
511318;216932;undefined;undefined;44;14;male;False;;False;True;2;6;False;False;2.9;8;137388;57234
511319;216932;undefined;undefined;44;35;male;True;;False;False;2;6;False;False;2.9;6;137386;57234
511320;216932;undefined;undefined;44;5;female;False;;False;True;2;6;False;False;2.9;8;137385;57234
511321;216932;undefined;undefined;44;35;female;True;car;True;False;2;6;False;False;2.9;5;137387;57234
515445;218804;440200106;44020;44;38;male;False;car;True;False;1;1;False;False;1.0;5;138794;57814
516407;219184;440180101;44018;44;44;male;True;car;True;False;3;4;False;False;2.3;6;139068;57925
516408;219184;440180101;44018;44;15;male;False;;False;True;3;4;False;False;2.3;8;139069;57925
516409;219184;440180101;44018;44;11;female;False;;False;True;3;4;False;False;2.3;8;139070;57925
516410;219184;440180101;44018;44;43;female;True;car;True;False;3;4;False;False;2.3;3;139071;57925
523465;222172;440180101;44018;44;30;female;True;pt;True;False;1;2;False;False;1.5;4;141317;58878
523466;222172;440180101;44018;44;32;male;True;car;True;False;1;2;False;False;1.5;4;141318;58878
526510;223470;undefined;undefined;44;35;female;True;pt;True;False;2;5;False;False;2.4;5;142312;59297
526511;223470;undefined;undefined;44;36;male;True;;False;False;2;5;False;False;2.4;4;142311;59297
526512;223470;undefined;undefined;44;6;male;False;;False;True;2;5;False;False;2.4;8;142310;59297
526513;223470;undefined;undefined;44;2;male;False;;False;False;2;5;False;False;2.4;8;142309;59297
526514;223470;undefined;undefined;44;8;male;False;;False;True;2;5;False;False;2.4;8;142308;59297
539862;228940;undefined;undefined;44;73;female;False;;False;False;1;1;False;False;1.0;7;146557;61049
540125;229050;440200101;44020;44;50;female;True;car;True;False;1;6;False;False;2.9;4;146651;61087
540126;229050;440200101;44020;44;13;female;False;;False;True;1;6;False;False;2.9;8;146652;61087
540127;229050;440200101;44020;44;8;female;False;;False;True;1;6;False;False;2.9;8;146653;61087
540128;229050;440200101;44020;44;44;female;True;car;True;False;1;6;False;False;2.9;4;146654;61087
540129;229050;440200101;44020;44;14;female;False;;False;True;1;6;False;False;2.9;8;146655;61087
540130;229050;440200101;44020;44;10;female;False;;False;True;1;6;False;False;2.9;8;146656;61087
540675;229274;440200101;44020;44;10;female;False;;False;True;1;3;False;False;1.6;8;146837;61161
540676;229274;440200101;44020;44;8;male;False;;False;True;1;3;False;False;1.6;8;146838;61161
540677;229274;440200101;44020;44;35;female;False;car;True;False;1;3;False;False;1.6;5;146839;61161
541849;229741;undefined;undefined;44;51;female;True;car;True;False;1;3;False;False;2.0;5;147175;61298
541850;229741;undefined;undefined;44;17;female;False;;False;True;1;3;False;False;2.0;8;147176;61298
541851;229741;undefined;undefined;44;51;male;True;pt;True;False;1;3;False;False;2.0;6;147177;61298
542883;230153;440200101;44020;44;63;male;True;;False;False;3;3;False;False;2.0;7;147488;61424
542884;230153;440200101;44020;44;59;female;True;;False;False;3;3;False;False;2.0;7;147489;61424
542885;230153;440200101;44020;44;23;male;False;car;True;True;3;3;False;False;2.0;6;147490;61424
543169;230278;440200107;44020;44;68;male;True;;False;False;3;2;False;False;1.5;7;147576;61461
543170;230278;440200107;44020;44;66;female;True;;False;False;3;2;False;False;1.5;7;147577;61461
545419;231184;441540101;44154;44;82;female;False;;False;False;1;2;False;False;1.5;8;148548;61748
545420;231184;441540101;44154;44;49;female;False;;False;False;1;2;False;False;1.5;4;148549;61748
545446;231195;undefined;undefined;44;81;male;False;;False;False;1;1;False;False;1.0;7;148558;61752
547562;232073;441010102;44101;44;40;female;True;pt;True;False;1;4;False;False;2.1;4;149141;62002
547563;232073;441010102;44101;44;12;male;False;;False;True;1;4;False;False;2.1;8;149142;62002
547564;232073;441010102;44101;44;41;male;True;car;True;False;1;4;False;False;2.1;3;149143;62002
547565;232073;441010102;44101;44;12;male;False;;False;True;1;4;False;False;2.1;8;149144;62002
547614;232093;441010102;44101;44;43;female;False;car;True;False;1;1;False;False;1.0;4;149155;62007
549142;232738;441540101;44154;44;80;female;False;;False;False;0;1;False;False;1.0;7;149561;62183
551874;233914;441540101;44154;44;31;female;True;car;True;False;2;3;False;False;1.8;4;150279;62494
551875;233914;441540101;44154;44;35;male;True;car;True;False;2;3;False;False;1.8;4;150277;62494
551876;233914;441540101;44154;44;3;female;False;;False;False;2;3;False;False;1.8;8;150278;62494
552472;234163;441540101;44154;44;67;female;True;;False;False;1;2;False;False;1.5;7;150442;62566
552473;234163;441540101;44154;44;68;male;True;;False;False;1;2;False;False;1.5;7;150443;62566
552954;234376;441540104;44154;44;35;female;True;car;True;False;2;4;False;False;2.1;2;150576;62626
552955;234376;441540104;44154;44;7;male;False;;False;True;2;4;False;False;2.1;8;150577;62626
552956;234376;441540104;44154;44;10;male;False;;False;True;2;4;False;False;2.1;8;150578;62626
552957;234376;441540104;44154;44;38;male;True;car;True;False;2;4;False;False;2.1;2;150579;62626
553087;234433;undefined;undefined;44;69;female;True;;False;False;1;2;False;False;1.5;7;150611;62641
553088;234433;undefined;undefined;44;67;male;True;;False;False;1;2;False;False;1.5;7;150612;62641
554309;234941;undefined;undefined;44;89;female;False;;False;False;0;1;False;False;1.0;7;150930;62779
555191;235331;undefined;undefined;44;6;male;False;;False;True;2;4;False;False;2.1;8;151182;62887
555192;235331;undefined;undefined;44;35;male;True;car;True;False;2;4;False;False;2.1;4;151179;62887
555193;235331;undefined;undefined;44;9;female;False;;False;True;2;4;False;False;2.1;8;151180;62887
555194;235331;undefined;undefined;44;31;female;True;car;True;False;2;4;False;False;2.1;5;151181;62887
555661;235555;441660101;44166;44;30;male;False;car;True;False;1;1;False;False;1.0;6;151307;62947
557560;236341;441540102;44154;44;45;female;False;car;True;False;1;1;False;False;1.0;6;151850;63176
561556;238072;undefined;undefined;44;40;female;False;car;True;False;1;2;False;False;1.3;4;152927;63648
561557;238072;undefined;undefined;44;5;male;False;;False;True;1;2;False;False;1.3;8;152926;63648
567919;240763;441010101;44101;44;28;female;True;car;True;False;1;2;False;False;1.5;3;154649;64400
567920;240763;441010101;44101;44;33;male;True;car;True;False;1;2;False;False;1.5;4;154648;64400
574122;243371;undefined;undefined;44;56;male;False;car;True;False;1;1;False;False;1.0;2;156416;65150
575406;243925;undefined;undefined;44;79;male;False;;False;False;2;4;False;False;2.5;7;156800;65311
575407;243925;undefined;undefined;44;88;male;False;;False;False;2;4;False;False;2.5;7;156799;65311
575408;243925;undefined;undefined;44;56;female;True;car;True;False;2;4;False;False;2.5;4;156797;65311
575409;243925;undefined;undefined;44;59;male;True;;False;False;2;4;False;False;2.5;7;156798;65311
579285;245683;undefined;undefined;44;80;male;True;;False;False;1;2;False;False;1.5;7;157899;65813
579286;245683;undefined;undefined;44;78;female;True;;False;False;1;2;False;False;1.5;8;157900;65813
581334;246522;441540103;44154;44;15;male;False;;False;True;2;4;False;False;2.3;8;158453;66044
581335;246522;441540103;44154;44;41;female;True;car;True;False;2;4;False;False;2.3;3;158454;66044
581336;246522;441540103;44154;44;38;male;True;car;True;False;2;4;False;False;2.3;3;158451;66044
581337;246522;441540103;44154;44;11;female;False;;False;True;2;4;False;False;2.3;8;158452;66044
582503;247059;441010101;44101;44;84;female;True;;False;False;1;2;False;False;1.5;7;158769;66193
582504;247059;441010101;44101;44;82;male;True;;False;False;1;2;False;False;1.5;7;158768;66193
582537;247076;441660102;44166;44;45;female;True;car;True;False;2;3;False;False;2.0;4;158781;66199
582538;247076;441660102;44166;44;44;male;True;car;True;False;2;3;False;False;2.0;3;158782;66199
582539;247076;441660102;44166;44;17;female;False;;False;True;2;3;False;False;2.0;8;158780;66199
583695;247588;441540103;44154;44;21;female;True;;False;False;0;1;False;False;1.0;5;159103;66342
585239;248284;441540101;44154;44;92;female;False;;False;False;0;1;False;False;1.0;7;159529;66536
586780;248979;441540103;44154;44;58;male;True;car;True;False;2;2;False;False;1.5;4;159982;66738
586781;248979;441540103;44154;44;57;female;True;car;True;False;2;2;False;False;1.5;4;159983;66738
587151;249117;undefined;undefined;44;84;female;False;;False;False;1;1;False;False;1.0;7;160080;66776
591428;250990;440470302;44047;44;69;male;False;;False;False;1;1;False;False;1.0;7;161796;67380
591584;251063;440470103;44047;44;28;male;True;car;True;False;2;4;False;False;2.1;2;161852;67404
591585;251063;440470103;44047;44;27;female;True;car;True;False;2;4;False;False;2.1;4;161853;67404
591586;251063;440470103;44047;44;3;male;False;;False;True;2;4;False;False;2.1;8;161854;67404
591587;251063;440470103;44047;44;1;female;False;;False;False;2;4;False;False;2.1;8;161855;67404
592456;251431;441940102;44194;44;67;male;True;;False;False;3;2;False;False;1.5;7;162131;67519
592457;251431;441940102;44194;44;62;female;True;;False;False;3;2;False;False;1.5;7;162132;67519
594056;252082;440470301;44047;44;55;male;True;;True;False;2;3;False;False;2.0;4;162690;67741
594057;252082;440470301;44047;44;49;female;True;car;True;False;2;3;False;False;2.0;4;162691;67741
594058;252082;440470301;44047;44;22;female;False;;False;True;2;3;False;False;2.0;8;162692;67741
603062;255911;440470301;44047;44;60;male;True;car;True;False;1;2;False;False;1.5;3;165722;69019
603063;255911;440470301;44047;44;58;female;True;pt;True;False;1;2;False;False;1.5;4;165723;69019
605761;257068;440470101;44047;44;44;female;True;car;True;False;1;4;False;False;2.1;5;166632;69401
605762;257068;440470101;44047;44;10;male;False;;False;True;1;4;False;False;2.1;8;166633;69401
605763;257068;440470101;44047;44;13;female;False;;False;True;1;4;False;False;2.1;8;166634;69401
605764;257068;440470101;44047;44;49;male;True;;False;False;1;4;False;False;2.1;8;166635;69401
606613;257431;440470302;44047;44;73;female;False;;False;False;1;1;False;False;1.0;7;166921;69518
607490;257838;441940101;44194;44;21;female;False;car;True;True;1;4;False;False;2.5;5;167219;69652
607491;257838;441940101;44194;44;49;female;True;car;True;False;1;4;False;False;2.5;3;167218;69652
607492;257838;441940101;44194;44;17;male;False;;False;True;1;4;False;False;2.5;8;167216;69652
607493;257838;441940101;44194;44;54;male;True;car;True;False;1;4;False;False;2.5;2;167217;69652
610039;258942;440470101;44047;44;71;female;False;;False;False;1;1;False;False;1.0;7;168085;70021
613291;260305;440470301;44047;44;16;male;False;;False;True;1;3;False;False;1.8;8;169149;70472
613292;260305;440470301;44047;44;10;female;False;;False;True;1;3;False;False;1.8;8;169147;70472
613293;260305;440470301;44047;44;46;female;False;car;True;False;1;3;False;False;1.8;3;169148;70472
614843;260946;440470103;44047;44;51;female;True;car;True;False;1;4;False;False;2.5;4;169658;70681
614844;260946;440470103;44047;44;22;male;False;;False;False;1;4;False;False;2.5;8;169659;70681
614845;260946;440470103;44047;44;25;male;False;;False;False;1;4;False;False;2.5;8;169660;70681
614846;260946;440470103;44047;44;61;male;True;;False;False;1;4;False;False;2.5;7;169661;70681
616510;261689;440470101;44047;44;33;male;True;car;True;False;2;4;False;False;2.1;3;170308;70955
616511;261689;440470101;44047;44;1;female;False;;False;False;2;4;False;False;2.1;8;170307;70955
616512;261689;440470101;44047;44;33;female;True;;False;False;2;4;False;False;2.1;4;170305;70955
616513;261689;440470101;44047;44;4;male;False;;False;False;2;4;False;False;2.1;8;170306;70955
618459;262491;440470101;44047;44;27;male;False;car;True;False;1;1;False;False;1.0;3;170967;71220
618902;262671;441940102;44194;44;10;female;False;;False;True;2;4;False;False;2.1;8;171124;71281
618903;262671;441940102;44194;44;48;female;True;car;True;False;2;4;False;False;2.1;4;171123;71281
618904;262671;441940102;44194;44;50;male;True;car;True;False;2;4;False;False;2.1;3;171121;71281
618905;262671;441940102;44194;44;12;female;False;;False;True;2;4;False;False;2.1;8;171122;71281
620321;263323;441140106;44114;44;33;female;False;car;True;True;2;2;False;False;1.5;4;171800;71520
620322;263323;441140106;44114;44;36;male;False;;False;False;2;2;False;False;1.5;4;171801;71520
624583;265271;441140106;44114;44;29;male;False;pt;True;False;0;1;False;False;1.0;3;173543;72306
630726;268000;441140110;44114;44;42;male;False;;False;False;1;1;False;False;1.0;6;176053;73415
637972;271282;441140109;44114;44;50;male;False;pt;True;False;0;1;False;False;1.0;4;179020;74758
639054;271789;441140102;44114;44;6;male;False;;False;True;2;5;False;False;2.4;8;179474;74966
639055;271789;441140102;44114;44;35;male;True;car;True;False;2;5;False;False;2.4;3;179473;74966
639056;271789;441140102;44114;44;7;male;False;;False;True;2;5;False;False;2.4;8;179470;74966
639057;271789;441140102;44114;44;3;male;False;;False;False;2;5;False;False;2.4;8;179471;74966
639058;271789;441140102;44114;44;34;female;True;car;True;False;2;5;False;False;2.4;3;179472;74966
645951;274878;440520102;44052;44;79;female;False;;False;False;1;1;False;False;1.0;7;182112;76023
646396;275085;440520101;44052;44;67;male;False;;False;False;1;1;False;False;1.0;7;182214;76068
650788;276902;442100104;44210;44;87;female;False;;False;False;0;2;False;False;1.5;7;183123;76440
650789;276902;442100104;44210;44;60;female;False;pt;True;False;0;2;False;False;1.5;6;183124;76440
656580;279294;442100103;44210;44;16;male;False;;False;True;1;4;False;False;2.3;8;184318;76929
656581;279294;442100103;44210;44;13;male;False;;False;True;1;4;False;False;2.3;8;184319;76929
656582;279294;442100103;44210;44;41;female;True;car;True;False;1;4;False;False;2.3;5;184320;76929
656583;279294;442100103;44210;44;41;male;True;car;True;False;1;4;False;False;2.3;6;184321;76929
657721;279784;440520103;44052;44;57;female;False;bike;True;False;0;1;False;False;1.0;5;184551;77028
660183;280837;440520101;44052;44;81;female;True;;False;False;1;2;False;False;1.5;7;185048;77240
660184;280837;440520101;44052;44;83;male;True;;False;False;1;2;False;False;1.5;7;185049;77240
667614;283933;undefined;undefined;44;56;male;True;car;True;False;2;2;False;False;1.5;6;186576;77871
667615;283933;undefined;undefined;44;51;female;True;;False;False;2;2;False;False;1.5;8;186577;77871
667666;283956;442100101;44210;44;73;male;False;;False;False;0;1;False;False;1.0;7;186586;77875
668797;284418;440520101;44052;44;14;male;False;;False;True;2;4;False;False;2.3;8;186821;77970
668798;284418;440520101;44052;44;41;female;True;car;True;False;2;4;False;False;2.3;4;186820;77970
668799;284418;440520101;44052;44;41;male;True;car;True;False;2;4;False;False;2.3;4;186818;77970
668800;284418;440520101;44052;44;10;female;False;;False;True;2;4;False;False;2.3;8;186819;77970
668834;284436;442100101;44210;44;68;female;False;;False;False;1;2;False;False;1.5;7;186827;77974
668835;284436;442100101;44210;44;43;female;False;;False;False;1;2;False;False;1.5;5;186828;77974
670816;285272;442100103;44210;44;36;male;True;car;True;False;2;3;False;False;1.8;4;187228;78143
670817;285272;442100103;44210;44;39;female;True;car;True;False;2;3;False;False;1.8;4;187229;78143
670818;285272;442100103;44210;44;1;female;False;;False;False;2;3;False;False;1.8;8;187230;78143
